GiftId,Latitude,Longitude,Weight
85504,34.6709706914,64.7444123998,6.96675593631
69161,63.5826601046,-119.036496311,1.0
70821,32.576710404,74.344294937,1.0
72973,10.9419640275,34.6001345712,28.8859146002
25535,52.1244869723,-66.341232373,1.0
50582,19.4906327477,98.2340957155,4.36068818125
54826,-79.0574397754,59.677970079,24.1155100287
62640,-21.4082764152,147.915063583,11.0307980235
88585,50.7501331622,36.2927868854,1.0
12937,44.783138297,-67.8556058657,19.7049081448
66049,-16.7949375687,-47.8277728122,20.5264775101
56370,-75.4918372756,59.0393593746,38.3429369501
91929,-75.318723536,-110.42470276,1.0
96410,44.206639319,45.0494811069,1.0
89148,78.8601975937,11.8563823556,1.0
47106,18.3429873133,101.797996519,1.0
57120,-10.652854947,22.6806510992,22.1454877087
38944,35.9500460716,-117.175978288,18.5428681525
49091,-29.4934724496,125.377362242,1.0
84603,20.9376219585,-103.660375875,28.1822439382
68233,63.9542347043,125.478743289,1.0
90956,80.5490809522,-53.3470209284,10.4010002775
24379,61.7715967067,91.1657830186,30.9794038386
21962,-16.8197625704,-61.0495508323,15.1523471571
10857,8.59337228347,-72.3776612208,13.5102396701
52744,24.5038348888,5.55116028163,9.57540071922
27010,72.6001414458,-25.8711284197,50.0
86033,-73.8727904672,159.941887876,1.0
95648,-87.3888801393,114.958675454,27.5641608104
56563,18.9552642441,76.8647662337,23.2238989421
34341,38.8368304316,30.4697621717,5.88722636759
51302,-27.2229460922,28.3129129255,1.0
11499,57.7634979212,-113.382166836,1.0
52081,20.6794935962,-102.705183625,1.0
35598,-1.91290856088,-73.8508000427,22.2547983425
62167,28.2934902175,63.0755599636,6.99159304056
36899,27.5751983898,88.1854330745,6.48587336037
22307,15.9401654599,-93.7525090431,36.9799578979
46010,-27.6589943525,122.589296222,13.7925884176
59059,50.5100348256,127.481174643,4.78304390423
18930,-76.5878610037,95.4058849847,50.0
47265,20.3404052868,22.7147112956,18.0240064969
82717,65.1617281718,93.3834254941,33.6636623449
46200,80.4693593104,94.064719326,1.0
58260,-33.3192875628,142.616477882,37.867766439
37368,18.849649308,47.5948006547,1.0
72049,69.8181068998,151.452531181,25.2314301613
58261,-81.0037579635,135.741680272,27.7895020673
14835,54.5659168107,50.7139580966,6.16411065543
58660,69.783941942,107.684779799,10.0037601466
92193,56.0474854463,106.557839707,14.8843776694
33453,52.3887090791,-107.883664172,1.14451147975
96770,18.486922064,99.355249446,5.62861438304
49247,-5.81002143795,-42.389822495,1.0
74008,-13.1185140451,34.5959956539,33.7718893041
31596,0.602886812874,15.9071950831,1.0
82276,-81.3389680289,179.314116887,16.6817851055
51384,-21.3169322573,116.207459018,11.5234026784
47911,-78.0245923003,136.113187333,1.0
11039,-2.77059931608,-43.7375348517,1.0
72878,61.0840484592,-125.418003977,1.0
63898,-20.5725955802,22.9742573663,15.8622596792
59985,10.6916542776,119.393486786,1.0
99972,20.0825868582,101.364585575,11.6961322136
35649,46.9259704687,-115.999948355,5.90475245652
97166,-16.2005948265,26.010490031,23.6344944458
33549,38.9559929374,-105.822386271,38.829492874
61157,-78.5615971009,59.627961309,1.0
67999,43.3575738055,50.2470021291,1.0
20775,-86.4311768424,-93.9687878661,1.0
3258,8.62556910571,1.58828608477,24.3727249271
89422,-88.5581224173,115.071680633,21.2685113524
65565,8.19096567,-72.5868744503,1.0
40560,35.8499786496,-100.588111118,9.05608361486
10934,42.8606732031,84.7969223487,11.452563985
50613,2.83796631612,33.6417867948,34.4223367686
18355,0.520628061397,-62.2221138093,1.0
39213,-22.1643919109,127.180182647,15.9613132397
58654,-25.9451269653,19.8713785193,1.30486958034
20536,31.1413800782,2.19657937558,17.1283918457
51160,2.23541084283,28.1082647803,11.0951756397
65352,15.7087943825,-2.42742434528,1.0
4158,22.7964218019,101.012617147,7.07182743526
8068,-5.64628123724,104.49196027,1.0
49613,52.2386703212,108.669973882,1.0
13754,26.9481535442,-102.831490425,24.7435083559
38202,41.58565325,-4.82898681044,1.0
2399,-8.76320607095,25.8323798531,1.0
66906,44.0299166622,-96.339351478,7.48945379316
51707,53.2172193102,74.4152419493,6.36883972057
52932,13.4989804236,-15.1225824987,38.596377784
98778,-83.4180115996,71.3718720899,7.98926063323
27652,32.5926746145,-105.281484977,26.4553401179
72375,-4.10943872035,-61.1093919639,25.1219442702
24024,54.6679763203,27.2657686822,16.3870589805
66042,39.5342678972,55.3689977981,11.8353570058
87580,71.3399924039,-179.024915877,1.0
92484,-89.012881137,-167.497381143,1.0
84873,10.0698209751,46.1110790225,49.7533986999
11017,63.9255286031,-18.0216307245,4.89461059085
1190,-28.5540396094,-53.0948129943,13.6210552172
89080,45.0658330889,-87.1734597018,3.15127137527
60013,-21.5279047546,148.473104874,12.7610926472
96852,-75.9130290266,52.8309653071,1.0
75472,20.3891483136,47.8404636152,18.1721507904
16218,-23.778718306,132.20233411,10.6160552462
22465,68.4141126982,-29.1420691319,1.0
84589,63.3937894338,156.767664901,39.7177969827
49930,-9.88096317384,-72.5588400766,1.0
56554,42.9623388954,87.2666224022,14.4508775155
70284,5.62667412257,28.8951820306,10.1478465857
23781,76.2610752219,-66.617961763,1.0
53854,30.9301902333,99.3297011212,7.40177638519
46487,20.743973711,34.5497537963,15.7855986866
27019,42.8925919377,50.5872527988,21.2899321865
99716,61.1463186525,102.843792929,1.0
53369,27.8724920796,32.8535078347,1.0
92610,49.6906679895,28.4398007042,23.232914691
88086,32.8685237445,36.6103160602,1.0
53786,34.8769635889,134.585952048,1.0
76592,78.4065500979,-38.0102713498,9.25568619557
39647,1.54230141232,10.8639127878,1.0
32394,10.2894059576,31.1030386087,40.0487809063
21489,41.0387644672,49.0252835783,1.0
5276,-9.85131215384,37.5731449783,50.0
19548,48.4011387729,-85.5259635835,43.0778762395
85423,-15.8812428698,30.7601401051,1.0
4053,64.3122251583,57.3065638247,7.67075909418
96232,-6.54842125816,-38.8193573632,14.6778753131
16489,39.7953533148,96.3093050172,1.0
20042,67.7179155998,88.928369869,35.2610515737
34663,-27.3223657254,122.444627163,48.3198833353
23537,80.0631025193,-47.268773012,27.0525974157
33831,68.3686927058,-125.069532381,15.8561259737
38243,5.33896110714,-55.7032476336,11.0476096653
44745,65.0107921629,-69.5964952103,1.08243603918
74966,24.7422021357,-13.6858450256,34.9920792671
39762,20.465390877,-11.0625744913,1.0
92188,-28.4519682563,-68.1691484433,35.008516879
11296,46.907443582,-73.1893789433,1.0
47392,4.32583369304,-66.6944273009,19.3453198608
65261,69.9730993284,158.128169844,11.9023673806
62646,3.45726425367,-56.0377672828,50.0
10844,-15.7630945207,-45.8173146964,29.4125752466
18552,9.01537820806,77.5821741507,1.0
18291,68.4036355141,-165.138234493,32.2050013548
54423,-2.82005851542,102.715196944,1.0
43483,-8.88647767559,32.5117110557,7.08298340667
84165,45.0995092499,25.7439605111,1.0
87933,43.0941847536,96.2493013428,1.0
12048,10.1674174299,31.0161182609,20.410288077
11228,59.7542641923,125.522865583,17.0329493354
23011,74.4043158716,-45.5975999417,24.2613387828
76366,21.4730211973,49.4217571214,34.047127771
4214,-66.526671184,124.564626707,28.8611476968
42368,34.7698655488,-93.9209605093,1.0
75257,23.5471129965,1.20070764695,1.0
44929,24.8962082806,98.1765131359,1.0
48925,14.7726132435,78.1231438035,42.5960507908
1408,50.0018989342,25.6862479011,6.55706748241
78724,64.5188303276,-43.8102770346,1.0
85039,-16.6334539696,134.438283974,15.0565419642
83375,-14.6427163403,130.626944479,1.83221235321
28490,26.6865312708,61.816042142,2.43959654684
27422,-75.4767947481,6.78688969746,1.0
78137,16.7324005295,15.1245526153,10.0875096055
11512,24.1463632714,112.924543751,8.81315622967
41468,41.0046060178,-92.1164890578,4.8089413856
3332,66.3665208026,-139.831111861,21.7916281165
1180,22.3519111386,74.7357608224,50.0
1385,-23.4386697927,45.5744939276,4.02674736021
36112,9.12246910154,38.4357903947,17.5753282431
47502,-30.6461703935,145.216676338,1.0
14140,-81.8076688115,-36.7633018092,1.0
11780,10.9327231959,-11.7353558445,1.0
31521,24.8121295663,88.7069638127,29.5086245158
88550,31.315103541,-81.4261566274,1.0
97711,-9.80775011169,-47.8170865702,43.6349631361
18993,31.7786205163,47.0928309295,31.4059722933
43779,1.74359217872,26.6495525083,14.1490566071
45453,-80.3509816819,11.7979388233,19.2727336708
77605,43.5333541842,101.427553225,26.8261627097
57347,-37.0893805557,-66.3164843655,18.8479381008
4692,53.4141278612,-69.3211757637,7.89036552755
59529,-40.0570684824,-62.8078369854,22.2096491862
93267,-78.9393474786,-16.3646358828,21.9620516211
39582,68.5603460565,-123.504830416,33.4936095185
89576,51.5874426019,-58.622398662,1.0
29853,4.61262085309,46.45534632,1.0
86917,74.2123862199,102.269913986,1.0
60765,48.4440066306,3.40989830318,27.7294415804
93836,6.0725411094,15.5039897019,1.0
24114,2.45145214374,-52.3604410785,3.71836246066
62060,-19.2269194005,135.454871707,17.9482084841
10998,-25.8691137387,117.72080745,1.0
40854,-78.0041536214,-83.5296797785,1.0
12540,46.3321517464,63.9284790745,18.850304276
31129,59.5636685511,147.734994475,22.4179424305
93960,65.3988344191,155.916779717,1.0
63783,21.492317373,10.9675627906,2.4142260119
84061,58.6763109154,109.495295655,44.3263011812
21841,31.3151587722,-107.437175243,1.0
65140,-82.9572681306,-52.6347256974,6.6181880626
81169,-74.343356984,90.4675888611,1.0
22914,24.5828477081,86.0892055197,33.9137206265
65575,55.5947029061,-71.0257052742,22.008513351
61380,11.7308034675,16.0727089569,1.0
85591,-79.3165969176,3.24639006576,25.1684205827
40896,-79.6327845377,-93.2609761604,22.2776116152
62770,69.914121475,-110.970172936,38.6241544391
60550,6.54623649686,46.6478530342,10.2433791485
90774,15.509154419,22.9374219226,50.0
72423,57.1782024546,117.742217975,4.34068958049
91941,65.7403815071,-135.428778662,9.65378948472
96553,38.0146793516,67.555568263,19.1807699335
19462,36.4847401371,1.07136810761,20.4693698677
83526,65.9114886905,31.8100137076,12.0731884425
92800,62.0034513666,-159.100140686,50.0
12399,-71.3143796843,-74.7836695826,44.3746969127
34375,59.6104065781,118.056886662,1.0
89921,-17.5728053702,131.373528049,1.0
33893,79.145679402,101.596194412,27.37216134
57594,20.140438592,12.277606102,41.9584325514
60067,55.3149625179,-110.150528691,1.0
44724,-5.99095898063,-47.140717708,16.145162039
76862,-12.9215703252,15.1680790668,1.0
58239,3.80951208712,114.376503283,12.2895441818
68730,3.63578721491,31.7991896603,1.0
12555,-79.5775313538,54.2929544629,14.3212745041
74693,42.7433835055,0.237396017617,1.0
52343,-21.8194001303,165.859275858,7.36955485263
62270,-29.7410581295,118.840154282,23.4730993858
31305,-12.5103377958,22.6936348346,28.2042758644
53060,-15.4760010037,-56.7603791066,10.1100854955
58474,6.10619832422,-73.0195536479,1.0
16356,51.2513860453,-104.072571654,1.0
56873,64.6120663716,-92.8048100912,42.3419824885
72812,67.8641377402,73.0087538695,26.3683500534
49301,-2.85232282735,-64.9442138243,35.3079610088
97689,27.1307162493,54.3430831638,34.4812845883
3999,-73.6642237052,93.8439769586,1.0
72584,38.1023157235,61.7185039807,8.14344183368
26461,-25.1759980873,-68.4873971686,1.0
17083,-89.2770117804,115.202061684,9.06155759965
98190,67.4614122532,117.128612641,17.6998796482
96136,-4.97520637399,-55.8241827109,29.5889959717
30525,7.97298370966,-12.4030203858,6.30696795677
6407,-23.1182765009,135.030406719,1.0
40120,57.3892742258,70.9513596493,22.2693917993
77149,38.3216889755,42.417673345,9.01471042251
46905,-1.53965688622,113.98239324,2.79586751564
36996,-10.9685329125,-70.0132045929,37.9966877343
97955,13.778797912,76.3623855928,29.1373836277
61615,-0.576946144691,41.3685169745,1.0
60736,17.6755529666,22.2073682349,5.27939445881
55486,4.5597172392,38.863579064,7.46261574007
30612,25.8421827469,5.8608959878,39.7200962128
62477,-6.73867174967,106.404482894,1.0
56070,64.1546908373,-108.130456636,1.0
37478,-78.1512616103,-111.16765078,50.0
48110,-75.2283245065,-21.9915306166,39.9099581808
79715,-69.5231727737,33.6233685393,5.78596796841
77809,36.8625676409,90.6596330672,1.0
84457,56.4627294741,-70.6258472318,1.0
79667,45.7213804248,-61.0013216714,34.7884398436
47281,53.8286591699,119.151391294,50.0
18096,51.5498119153,-3.63190791189,10.8454904585
889,8.56838248281,-68.9265832658,24.2976762146
59621,25.3105323181,21.9235618346,1.0
24784,36.6481031616,9.22614640273,26.7356692228
50697,56.0579035864,35.8950681773,3.02099272957
12636,66.3130124968,170.949435281,1.0
75744,56.2021162255,90.6725241454,1.0
50033,-74.5751570237,147.88617059,3.87340929145
43000,-79.2034437759,145.497882255,35.161823403
29784,7.89202580416,41.637662628,33.8799824209
63452,50.0666666147,-116.539418177,1.0
25104,54.6211754546,-101.226927903,38.077599851
16610,41.3638787789,53.7916541486,33.1753040431
24844,-0.830285604096,24.9081109828,15.5730475572
89988,51.1338686834,44.7406564714,29.8663766009
47619,78.7284963848,26.6205823603,6.34879001462
85668,36.4782160218,-85.0447409582,23.654933492
20555,-82.4140870303,179.177934375,1.0
8256,28.3255953928,35.9611649201,1.0
65659,51.1290619801,-113.969437961,13.0824496213
20735,-6.4671697355,18.5449040886,3.06249763649
34185,55.888261838,69.0843348717,6.13487937262
43121,43.5565718672,27.3171168506,48.9409122213
11914,26.700268786,128.2255906,1.0
38006,50.4001040207,-93.8550501645,1.0
55178,35.0680046057,-119.164904673,1.0
95789,-8.79751395551,-51.5591237544,1.0
93383,-30.5767463188,143.580457513,19.3435334778
98987,-16.5840007691,14.004765874,1.0
52259,53.74343986,11.8512448128,1.0
59865,54.7788356039,92.2538389738,1.44289052322
38237,28.8843383241,100.278169734,8.24175051638
93329,45.0452474241,-110.337434599,50.0
99120,51.5990453209,69.591517763,7.98182569244
83564,30.0166988375,24.2544944535,7.89827578118
46678,32.3790544673,48.6774091111,16.1369733536
60727,-1.4361076152,101.574904533,8.30467828062
93905,78.6584832643,-70.2498437828,19.3102874021
96421,68.3473400857,70.3841724393,1.0
56969,7.60917189193,15.1556210153,43.8841664644
74371,75.4176732325,90.8764570136,1.0
81921,67.0199077915,94.2462037192,50.0
80971,67.4826377835,-98.1066716349,1.0
34132,42.9606878665,-98.2099167385,32.0504763518
84667,26.7137551959,115.196126109,25.672875901
76491,-3.90559100048,33.0806284155,40.1623020148
50589,11.1062961958,25.7373143923,1.0
46256,42.2961289837,-1.73884276055,22.3720995729
85443,52.5779706313,15.2472493456,7.19297892376
98,-0.0970903971052,-53.3617695073,7.15697779324
12901,-25.1462917109,46.640390126,1.0
6791,-26.0170231044,-52.1034369082,1.0
60991,41.2031869156,33.8376495253,1.0
5403,23.732436039,87.8335091919,1.0
56564,-1.07533613383,-75.8946775629,47.1667306723
88031,-67.606983219,91.208740016,20.1383965031
94716,55.4908230161,-95.4610696471,1.0
8074,7.73332676954,22.3001843012,27.4363409529
1778,-12.7695411785,15.9754795451,1.0
51607,-77.0519576679,-10.1873330713,12.6397007775
53450,15.8386979115,1.97992435533,29.8748360484
48681,29.7373043106,33.8584831011,1.0
43150,43.889390887,110.114589184,17.6493911558
2791,-30.0557703992,142.92615561,1.0
15718,-85.2243802307,-123.78563521,24.9013744564
65273,-82.8077119889,18.6653880663,15.6141665636
80822,-7.16601436363,-68.6050562485,43.2237480415
2410,81.4265828297,-90.2237866971,21.6318198651
811,13.5653029257,44.3863811089,9.1808162102
8611,16.3078055908,14.76539878,41.7751608486
73465,60.4217153648,118.752195096,1.0
93216,-73.4901567745,143.008260602,1.0
17310,8.63018670313,19.7424313848,19.6733349392
15248,66.0689945813,-42.7055016132,1.0
93113,26.0238045641,23.0775497208,23.9441482839
75431,14.1491965205,100.197213105,6.20586417402
33780,-65.4499620563,135.167046888,1.0
4793,24.7830922767,44.6833192431,8.63775610786
7646,-70.5284673616,31.0838807844,1.0
87117,62.8212972743,96.8273968936,15.3296098546
74730,36.9162782803,-116.08872268,20.0616116358
51986,6.90170532302,-61.0872522338,24.9758322445
45142,-35.1004914877,144.119371098,50.0
45736,-0.677009350649,-76.7451633386,12.1307974863
55696,32.7367874684,-94.325993664,42.2275238218
82617,-88.3780129421,-147.799953501,16.7426217684
62135,26.4196903474,71.615692362,9.18414584116
57232,-86.8963653314,50.9567358028,1.0
31202,-85.7601654109,128.697328487,9.11897954429
2408,-19.8636348916,15.5458588155,1.0
93423,50.182953426,-94.75346697,23.3871993615
83788,-13.4317360197,34.1687809011,1.0
73587,75.0221637725,107.626276096,1.0
68776,-8.35619291216,118.250488143,22.5698539641
43704,-89.6277786662,1.74273887906,1.0
37467,-4.03234442334,-44.5052075765,1.0
86907,-81.3858143081,177.044171285,1.0
41835,30.9665219061,12.3840700129,1.0
83455,36.8834560124,54.3211556404,50.0
89633,1.47549482341,-63.9314726407,1.1324019422
7680,29.0831859098,-0.91467790031,17.5734588841
35738,28.6981060063,98.7865237401,13.7417485715
24342,-7.74884655634,-54.7826078161,35.2580754466
24751,37.6718828219,50.2178654812,1.0
45568,-75.4602523805,67.764343667,1.0
96813,29.985155361,51.1410178624,1.16669132125
2122,15.3648598892,23.6305846523,4.26750464395
39501,-20.1519903685,34.4256958704,1.0
71854,-11.7745211195,133.095888521,8.57443837436
49744,-20.421439411,-48.7149873649,2.90940109795
92478,26.3205254663,-11.9774349868,4.60766010965
7681,-81.4814312513,147.233694201,8.13785327731
2558,61.4191852747,-146.324590857,22.7653294818
65546,-74.1570868976,23.3442122364,30.4175500245
63780,-79.1783159229,-29.2352992896,1.0
342,67.0721991144,-113.872061355,27.6974927867
21386,55.0941831518,-101.95672071,1.0
14055,32.9584966034,59.7649854765,23.1091966483
88083,42.1274933008,113.920319408,25.4159494604
21181,15.4633654336,-13.6693090912,19.8818365403
50721,9.08253466922,27.6977113594,1.0
51291,27.5948086313,47.6518800462,1.0
57506,-89.7391502438,-76.3151450799,1.0
69109,51.6385292053,-107.519569738,45.1054247383
94099,11.1378817563,35.0833239878,29.9495127291
92452,24.0871152356,87.3329985368,10.2450512244
20282,1.77898647813,-66.08563753,8.08939944476
25181,40.7075597152,71.3441325365,19.8472333975
86847,27.7990961326,-101.057481882,5.43347237848
50027,10.0447796369,37.4050397907,1.0
58496,17.6432758452,97.0368238469,30.1852388945
20466,-34.8930371179,145.795604867,28.7116759338
18364,35.8626136066,39.6100807418,4.17740198522
56758,16.6553438608,0.603920309748,24.8163452555
83764,-3.01265425387,136.659449939,14.7824738352
25589,-0.572481780398,112.399066648,48.7578928597
9577,-15.6685781618,128.223434097,9.56333090297
13882,-89.5309688414,4.17707290131,15.6650856645
51223,54.4486968741,108.452002637,17.8397000047
30410,42.0203152557,-118.631056688,1.0
290,22.5079988216,97.7608046243,1.0
81907,23.8374262729,42.8403021171,11.1687953445
64240,41.5304171824,-123.177209413,14.2731248139
12305,-71.4740785825,108.9228107,50.0
94689,56.9953742976,125.728761866,20.890041611
77681,0.819973843956,10.6657620217,3.20691228438
91179,27.6090575665,108.442522409,8.96504599432
80275,59.8929572754,103.668802112,2.32897674076
11426,9.86165031058,1.80341332144,15.4868824941
28850,9.51920828779,14.2244091517,1.0
43429,22.5066740882,-13.9822400655,7.02469219631
99090,-74.1866664477,94.1004544355,1.0
37014,31.2739795091,0.81147441903,24.6880927435
65072,-10.7417551579,37.3555006875,14.6002944612
22983,-10.8410099453,142.469477881,31.2821460822
4773,20.4676879032,8.38451155951,3.88748242079
69099,-2.34145714928,13.8563466669,35.3185710548
16894,39.693730122,98.2556974247,26.1899165478
93049,-75.5924882143,162.853411476,1.10449313811
90670,44.3194090612,-86.8191363952,1.0
32320,24.3660102677,-12.4136538048,16.4762703808
63659,-21.0285801442,-66.0704776574,1.0
28620,-77.7319661997,101.423269229,1.0
67719,28.4902074067,33.3849359507,1.0
93303,10.7611269289,-69.7990697068,12.5688507554
35077,57.4414631465,123.82754383,6.20641660349
69709,62.8654681438,135.912563714,1.0
13336,23.5784862531,79.5272156698,1.0
84908,55.7488164346,63.1117645545,39.1694474848
65012,24.1143730838,108.597803098,19.5954136263
29322,41.5688231632,93.9187376874,26.8174771483
94532,35.1348751168,-116.205425838,25.6638562779
43332,-71.3832629433,29.4468138546,4.62381371064
99203,-11.6595688265,23.2811246916,26.4549384748
92825,53.898155728,-128.569183483,34.594497311
88095,13.6928059774,75.1323389218,11.9683530696
49183,12.705361366,36.5012085355,16.2523748479
59995,34.692477449,118.509066142,10.8791464904
71061,-11.3206405074,17.6097826042,1.0
50235,38.1865231723,31.6265843468,4.15143589442
13337,25.7163250805,67.4537750557,11.7646908584
87289,4.41193038422,32.0513272883,35.3047536557
57826,-72.2912166276,143.33332297,4.21200490622
52688,23.7558782234,41.686343588,1.0
26434,46.2074263724,29.266160855,1.0
38908,52.3729816556,-98.3855871077,15.4129102436
8293,-17.0233871301,34.0204581343,9.29192939533
36348,18.9353937306,-101.614545884,2.48365011634
55670,43.2897090151,141.785427256,1.0
33360,-82.8097030693,-130.674197786,11.0109131806
80604,55.7936802942,130.660076897,15.2564757772
91793,21.8630592619,84.6386289146,19.5186562501
24100,31.5171910644,-87.4576476012,1.0
18742,-11.5573435815,-54.3921034372,19.1988551437
7354,-5.3960839265,-54.8590856762,48.2364085247
66492,30.7927542839,8.7403441343,1.0
77071,79.1132853574,97.7545338823,13.248943838
73390,-2.46936118909,137.813874252,1.0
14351,14.8925874256,78.7541627045,1.0
75355,9.88376620578,19.6180274342,1.0
13042,-15.4306358082,-69.1290486225,50.0
19974,-10.503393211,-68.4179529182,11.8720548444
56278,50.6486544657,39.7781206013,32.852673878
42545,-80.1755216053,7.74989856014,1.0
14981,49.8016490574,7.07940941733,3.59801373391
42304,-78.1793241,117.868153085,8.3064294265
19026,66.7579383904,-156.243047069,24.0100423223
29538,-85.0277281035,-3.50602254116,1.0
66018,50.604666645,-90.3925776075,1.0
62727,-3.00750835132,104.630620522,9.71147147405
23180,59.718505017,53.4088441957,25.9576643634
45955,-14.7960660654,19.8682190936,1.0
88217,-0.120908227206,110.136159523,9.00738598291
57546,33.67825671,70.668678439,15.9728288973
85412,13.4949376166,0.195912159368,1.0
49398,23.3585464955,38.9839161231,35.2414897166
62506,27.6238700426,1.61007170418,11.0636856053
58547,75.5327980056,-57.7571191312,1.7914568868
69198,-7.57143929443,-63.6134202127,27.0367351484
42947,7.77769007306,4.51163982798,36.9150106207
20415,40.1170617898,-111.322925867,45.8028032401
51091,14.9424971252,75.2490397028,20.094274122
44055,-79.7676505037,-66.0506347603,9.90710991885
22619,66.0242162879,168.918224543,50.0
42851,41.7447762441,-88.986358336,39.3656140461
24573,39.9797998931,-106.907024825,29.4263622942
76845,14.0082292457,-12.9972104408,23.499398501
47184,62.4382996687,178.501609697,37.8221330662
13954,-72.970205297,-76.6296587861,1.0
54504,-79.1796523352,166.961512401,1.0
77312,25.896809806,92.3550258773,1.0
97471,-19.9801231179,32.415546118,8.73126333662
41760,28.8844149463,39.9284316507,14.4850583235
43162,2.07810716956,33.1462822541,24.749522176
10529,34.5475533897,118.54694756,3.25643879692
12854,64.1714888812,-95.3803024393,5.83336734889
45949,30.8508324718,14.723259834,42.9189422842
33492,81.2590026492,-93.0888959273,1.0
51648,10.9267547817,105.743144696,26.7814081103
15754,34.2846270405,84.4460188816,33.1683113987
77342,36.8952601702,29.3562053822,32.307060394
51001,68.2628466822,56.5624962886,1.0
88546,37.6526669254,29.2313330772,1.3563115185
71022,-79.8005593036,39.3028072609,23.494273598
22751,28.3061813062,75.5206568954,6.42926547778
11471,10.5582301328,42.2121119509,5.5731034941
68332,41.3679009596,111.804098366,1.0
57092,49.2448882811,-85.7581778334,45.8600827001
43155,24.5591312901,48.5420748105,49.1248996005
25818,13.2707446345,80.3330919032,7.61634970166
51420,38.2374686744,125.867337648,50.0
96280,-71.6977247427,163.646566352,50.0
4618,16.0173113486,20.1160101885,10.4096846471
24111,63.9270386142,-121.30261197,25.0602995365
88737,27.166299771,76.8915468801,15.3878548433
64768,75.5983549659,-100.238280461,36.2039396254
39896,27.8017460225,48.747787893,1.0
98353,2.61924885363,-51.5359439133,1.0
64374,62.0703246403,137.358285449,1.0
22781,66.9500461638,69.6621858947,10.0683472954
17173,50.9860994095,84.8447568912,6.86297456475
20554,53.9597842893,107.262931663,1.0
29201,-25.6321555909,142.359658645,39.7847191571
31110,-73.655136673,50.8664796667,13.036056771
38798,-88.3609165057,-20.7180304078,13.7074494304
26409,29.2426566674,33.7554904672,36.8401050139
19532,-0.0594202249617,-58.9269403132,1.0
43145,66.6252999042,142.292949748,1.0
96459,3.75897402073,24.9882441556,1.0
70940,36.2788238884,95.2951503857,18.8063133118
24686,28.8109657606,9.36602006326,49.8896740701
23488,45.982755584,4.24695579038,15.8613396193
1065,13.2501732891,-14.6076084376,44.8045891862
82488,43.8927955085,-118.306592338,31.8706596485
56514,59.6279830022,132.553421678,3.18426810835
17141,45.5265805846,100.880108067,10.3030302418
87641,8.49890111054,15.0826269854,1.0
75910,43.7930774188,52.957720109,1.0
87703,33.569398771,81.0403028377,13.8134756767
5842,61.8585097794,-165.471264049,21.9274433052
17522,39.5045244113,80.0716267845,1.0
46785,-1.7884087323,-61.1283312085,22.3124646194
61184,46.5197455793,110.970241513,13.7905258216
78902,21.5567743952,-82.6457295185,1.0
26460,54.3034376945,-61.8027126127,4.08458708224
9767,43.5396408238,41.1324185342,5.96432739863
70497,-83.3695787921,-81.3501749371,1.17912924542
32526,-78.3855416885,106.828641777,1.0
